12.7121,75.7255,1.04438,3.63034676,-12.29025074,17.44038373
12.3938,76.6928,1.10751,3.63034676,-12.29025074,17.44038373
12.0755,77.6601,1.17063,3.63034676,-12.29025074,17.44038373
11.7572,78.6274,1.23375,3.63034676,-12.29025074,17.44038373
11.4389,79.5948,1.29688,3.63034676,-12.29025074,17.44038373
11.1206,80.5621,1.36,3.63034676,-12.29025074,17.44038373
10.8023,81.5294,1.42312,3.63034676,-12.29025074,17.44038373
10.484,82.4967,1.48625,3.63034676,-12.29025074,17.44038373
10.1657,83.464,1.54937,3.63034676,-12.29025074,17.44038373
9.84742,84.4313,1.61249,3.63034676,-12.29025074,17.44038373
9.52912,85.3986,1.67562,3.63034676,-12.29025074,17.44038373
9.21082,86.366,1.73874,3.63034676,-12.29025074,17.44038373
8.89252,87.3333,1.80187,3.63034676,-12.29025074,17.44038373
8.57421,88.3006,1.86499,3.63034676,-12.29025074,17.44038373
8.25591,89.2679,1.92811,3.63034676,-12.29025074,17.44038373
7.93761,90.2352,1.99124,3.63034676,-12.29025074,17.44038373
7.61931,91.2025,2.05436,3.63034676,-12.29025074,17.44038373
7.30101,92.1698,2.11748,3.63034676,-12.29025074,17.44038373
6.9827,93.1371,2.18061,3.63034676,-12.29025074,17.44038373
6.6644,94.1045,2.24373,3.63034676,-12.29025074,17.44038373
6.3461,95.0718,2.30686,3.63034676,-12.29025074,17.44038373
6.0278,96.0391,2.36998,3.63034676,-12.29025074,17.44038373
5.7095,97.0064,2.4331,3.63034676,-12.29025074,17.44038373
5.3912,97.9737,2.49623,3.63034676,-12.29025074,17.44038373
5.07289,98.941,2.55935,3.63034676,-12.29025074,17.44038373
4.75459,99.9083,2.62247,3.63034676,-12.29025074,17.44038373
4.43629,100.876,2.6856,3.63034676,-12.29025074,17.44038373
4.11799,101.843,2.74872,3.63034676,-12.29025074,17.44038373
3.79969,102.81,2.81184,3.63034676,-12.29025074,17.44038373
3.48139,103.778,2.87497,3.63034676,-12.29025074,17.44038373
3.16308,104.745,2.93809,3.63034676,-12.29025074,17.44038373
2.84478,105.712,3.00122,3.63034676,-12.29025074,17.44038373
2.52648,106.68,3.06434,3.63034676,-12.29025074,17.44038373
2.20818,107.647,3.12746,3.63034676,-12.29025074,17.44038373
1.88988,108.614,3.19059,3.63034676,-12.29025074,17.44038373
1.57158,109.581,3.25371,3.637911709,-12.290172,17.45992883
1.25327,110.549,3.31683,3.64892687,-12.29000478,17.48843295
0.934972,111.516,3.37996,3.663234424,-12.28985631,17.52548997
0.61667,112.483,3.44308,3.68061495,-12.28953852,17.57041056
0.298368,113.451,3.50621,3.700127152,-12.28935267,17.62281305
-0.0199337,114.418,3.56933,3.721991489,-12.28905835,17.68152476
-0.338236,115.385,3.63245,3.746069372,-12.28872609,17.7459711
-0.656537,116.353,3.69558,3.77112703,-12.28834657,17.81511049
-0.974839,117.32,3.7587,3.796838828,-12.28798325,17.88874837
-1.29314,118.287,3.82182,3.823261174,-12.28766978,17.96511491
-1.61144,119.255,3.88495,3.850872187,-12.28725615,18.04395452
-1.92974,120.222,3.94807,3.878564107,-12.2868756,18.12466236
-2.24805,121.189,4.0112,3.906870523,-12.28647264,18.20650009
-2.56635,122.157,4.07432,3.934588828,-12.2860227,18.28851813
-2.88465,123.124,4.13744,3.961974782,-12.28565574,18.37000163
-3.20295,124.091,4.20057,3.989164189,-12.28525215,18.45058001
-3.52125,125.058,4.26369,4.016125875,-12.28487474,18.52991315
-4.03527,126.368,4.37845,4.042119304,-12.2845014,18.60654593
-4.44457,127.479,4.46635,4.065617843,-12.28415612,18.68005404
-4.84826,128.57,4.55325,4.087034938,-12.28383572,18.75027916
-5.24715,129.643,4.63926,4.104048067,-12.28358284,18.80855846
-5.64675,130.72,4.72313,4.116038827,-12.28340894,18.85448358
-6.0433,131.789,4.80821,4.122865725,-12.28329921,18.88759581
-6.4377,132.85,4.89329,4.125284424,-12.28326247,18.90747209
-6.82838,133.904,4.97418,4.122821804,-12.28330288,18.91357533
-7.21875,134.957,5.05448,4.115652373,-12.28340535,18.90598158
