-24.4168, 57.2256, 23.5517, -14.23998381, -3.25E-08, 0.385150812
-24.4235, 58.2091, 23.3021, -14.23998381, -3.25E-08, 0.385150812
-24.4301, 59.1926, 23.0525, -14.23998381, -3.25E-08, 0.385150812
-24.4367, 60.1761, 22.8029, -14.23998381, -3.25E-08, 0.385150812
-24.4433, 61.1595, 22.5533, -14.23998381, -3.25E-08, 0.385150812
-24.4499, 62.143, 22.3037, -14.23998381, -3.25E-08, 0.385150812
-24.4565, 63.1265, 22.0541, -14.23998381, -3.25E-08, 0.385150812
-24.4631, 64.11, 21.8045, -14.23998381, -3.25E-08, 0.385150812
-24.4697, 65.0934, 21.5549, -14.23998381, -3.25E-08, 0.385150812
-24.4763, 66.0769, 21.3053, -14.23998381, -3.25E-08, 0.385150812
-24.4829, 67.0604, 21.0557, -14.23998381, -3.25E-08, 0.385150812
-24.4896, 68.0438, 20.8061, -14.23998381, -3.25E-08, 0.385150812
-24.4962, 69.0273, 20.5565, -14.23998381, -3.25E-08, 0.385150812
-24.5028, 70.0108, 20.3069, -14.23998381, -3.25E-08, 0.385150812
-24.5094, 70.9943, 20.0573, -14.23998381, -3.25E-08, 0.385150812
-24.516, 71.9777, 19.8078, -14.23998381, -3.25E-08, 0.385150812
-24.5226, 72.9612, 19.5582, -14.23998381, -3.25E-08, 0.385150812
-24.5292, 73.9447, 19.3086, -14.23998381, -3.25E-08, 0.385150812
-24.5358, 74.9282, 19.059, -14.23998381, -3.25E-08, 0.385150812
-24.5424, 75.9116, 18.8094, -14.23998381, -3.25E-08, 0.385150812
-24.5491, 76.8951, 18.5598, -14.23998381, -3.25E-08, 0.385150812
-24.5557, 77.8786, 18.3102, -14.23998381, -3.25E-08, 0.385150812
-24.5623, 78.8621, 18.0606, -14.23998381, -3.25E-08, 0.385150812
-24.5689, 79.8455, 17.811, -14.23998381, -3.25E-08, 0.385150812
-24.5755, 80.829, 17.5614, -14.23998381, -3.25E-08, 0.385150812
-24.5821, 81.8125, 17.3118, -14.23998381, -3.25E-08, 0.385150812
-24.5887, 82.796, 17.0622, -14.23998381, -3.25E-08, 0.385150812
-24.5953, 83.7794, 16.8126, -14.23998381, -3.25E-08, 0.385150812
-24.6019, 84.7629, 16.563, -14.23998381, -3.25E-08, 0.385150812
-24.6086, 85.7464, 16.3134, -14.23998381, -3.25E-08, 0.385150812
-24.6152, 86.7298, 16.0639, -14.23998381, -3.25E-08, 0.385150812
-24.6218, 87.7133, 15.8143, -14.23998381, -3.25E-08, 0.385150812
-24.6284, 88.6968, 15.5647, -14.23998381, -3.25E-08, 0.385150812
-24.635, 89.6803, 15.3151, -14.23998381, -3.25E-08, 0.385150812
-24.6416, 90.6637, 15.0655, -14.23998381, -3.25E-08, 0.385150812
-24.6482, 91.6472, 14.8159, -14.25765109, 2.402E-07, 0.390143581
-24.6548, 92.6307, 14.5663, -14.28329209, 1.114E-07, 0.397437207
-24.6614, 93.6142, 14.3167, -14.31656577, -1.267E-07, 0.406933876
-24.668, 94.5976, 14.0671, -14.35779895, 0.000000093, 0.418019157
-24.6747, 95.5811, 13.8175, -14.40574098, -1.596E-07, 0.430548113
-24.6813, 96.5646, 13.5679, -14.45911262, 6.2E-09, 0.444392053
-24.6879, 97.548, 13.3183, -14.51744468, 1.118E-07, 0.459715088
-24.6945, 98.5315, 13.0687, -14.58018326, 9.74E-08, 0.475890922
-24.7011, 99.515, 12.8191, -14.64650373, -2.056E-07, 0.492647551
-24.7077, 100.498, 12.5695, -14.71515591, 1.758E-07, 0.509798002
-24.7143, 101.482, 12.32, -14.7857549, 0.000000118, 0.527171262
-24.7209, 102.465, 12.0704, -14.856838, -2.317E-07, 0.544817658
-24.7275, 103.449, 11.8208, -14.92780759, 0.000000136, 0.56323651
-24.7342, 104.432, 11.5712, -14.99705812, -5.23E-08, 0.582283108
-24.7408, 105.416, 11.3216, -15.0646883, -1.479E-07, 0.601711806
-24.7474, 106.399, 11.072, -15.12977419, 1.868E-07, 0.621875624
-24.754, 107.383, 10.8224, -15.1928004, 1.575E-07, 0.642297341
-24.7812, 108.746, 10.4089, -15.2525857, -1.302E-07, 0.664083652
-24.7984, 109.892, 10.0824, -15.30867571, 1.243E-07, 0.686126827
